"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2014,"Atividades Financeiras","Atividades de Serviços Financeiros","Administração de fundos por contrato ou comissão",1,42,"9718.54","29155.62",3,3,"66304","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2014,"Comércio","Comércio Atacadista","Atacado de cereais e leguminosas beneficiados",8,36,"1757.99","212717.83",121,15,"46320","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Indústrias de Transformação","Produtos e materiais elétricos","Fabricação de geradores e transformadores",2,34,"2011.16","60335.05",30,15,"27104","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Atividades Administrativas","Serviços para Edifícios","Outras atividades de limpeza",4,33,"1459.09","11672.77",8,2,"81290","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2014,"Indústrias de Transformação","Produtos de minerais não-metálicos","Fabricação de artigos de vidro",1,31,"1691.95",40607,24,24,"23192","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Outros Equipamentos de Transporte","Fabricação de bicicletas",1,39,"1510.16","7550.81",5,5,"30920","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Máquinas e Equipamentos","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo",2,37,"994.47","28839.63",29,14,"28623","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Manutenção de máquinas e equipamentos","Manutenção de máquinas e equipamentos elétricos",1,34,"1198.96","5994.8",5,5,"33139","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Comércio","Comércio Varejista","Varejo de discos, CDs, DVDs e fitas",2,25,"1104.58","5522.93",5,2,"47628","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Outros Serviços","Outras atividades de serviços pessoais","Atividades funerárias",3,45,"1642.23","29560.25",18,6,"96033","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
