"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2008,"Comércio","Comércio Atacadista","Atacato de artigos de escritório e de papelaria",2,34,"749.45","4496.73",6,3,"46478","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Atividades Administrativas","Vigilância e Segurança","Atividades de vigilância e segurança privada",3,33,"920.05","255775.68",278,92,"80111","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Atividades Financeiras","Serviços Financeiros","Factoring",5,30,"1167.81","7006.87",6,1,"64913","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2008,"Transporte e correio","Atividades Auxiliares dos Transportes","Outras atividades auxiliares dos transportes aquaviários",1,47,"1808.5","101276.41",56,56,"52397","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2008,"Indústrias de Transformação","Confecção e Vestuário","Confecção de roupas íntimas",7,30,"641.41","18600.91",29,4,"14118","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Produtos Têxteis","Tecelagem de fios de algodão",1,28,"625.98","9389.75",15,15,"13219","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Informação e Comunicação","Prestação de Serviços de Informação","Outras atividades de prestação de serviços de informação",4,35,"670.12","8041.51",12,3,"63992","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2008,"Atividades Administrativas","Serviços de Escritório","Atividades de organização de eventos",3,31,"714.17","4999.2",7,2,"82300","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Comércio","Comércio Atacadista","Atacado de produtos do fumo",3,25,"722.5",2890,4,1,"46362","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Atividades Administrativas","Aluguéis não-imobiliários","Locação de outros meios de transporte",1,44,"549.08","3843.58",7,7,"77195","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de produtos do pescado",1,39,"648.36","6483.6",10,10,"10201","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Móveis","Fabricação de colchões",1,26,"1270.67","24142.87",19,19,"31047","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Comércio","Comércio Atacadista","Atacado de animais, alimentos para animais e matérias-primas agrícolas",4,30,"3940.93","27586.54",7,1,"46231","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Indústrias de Transformação","Produtos de metal","Fabricação de artigos de metal para uso doméstico",4,29,"765.01","9945.22",13,3,"25934","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Outros Serviços","Organizações Associativas","Associações patronais e empresariais",3,26,"1118.15","14536.04",13,4,"94111","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
